Obs,city,street,streetNumber,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours,category
859,Szczecin,pl. Agrestowa,371,C620,X,11,22,Saturday,X,12,8,Sunday,9,Monitory LCD
860,Konin,al. Strumykowa,54,C620,VI,16,13,Monday,VI,17,6,Tuesday,18,Monitory LCD
861,Mielec,pl. Mila,341,C360,I,24,10,Thursday,I,25,4,Friday,18,Monitory LCD
862,Gdynia,pl. Pilsudskiego,65,C516,IV,17,7,Thursday,IV,20,8,Sunday,73,Monitory LCD
863,Kutno,pl. Wroclawska,571,C360,VIII,23,19,Saturday,VIII,25,2,Monday,30,Monitory LCD
864,Radom,ul. zwirki i Wigury,43,C620,II,20,8,Wednesday,II,25,3,Monday,115,Monitory LCD
865,Konin,al. zytnia,11,C360,VIII,8,5,Friday,VIII,8,15,Friday,10,Monitory LCD
866,Police,ul. Pomorska,20,C620,VI,8,0,Sunday,VI,8,10,Sunday,10,Monitory LCD
867,Warszawa,al. Stawowa,962,C360,III,29,15,Saturday,III,30,20,Sunday,28,Monitory LCD
868,Police,ul. Ludowa,90,C516,IX,1,18,Monday,IX,2,4,Tuesday,10,Monitory LCD
869,Gdynia,al. Wypoczynkowa,366,C516,X,12,2,Sunday,X,13,3,Monday,25,Monitory LCD
870,Police,pl. Wodna,120,C516,I,10,15,Thursday,I,11,16,Friday,26,Monitory LCD
871,Warszawa,al. Mokra,49,C620,V,26,16,Monday,V,29,15,Thursday,71,Monitory LCD
872,Mielec,ul. Brzozowa,64,C516,VII,30,16,Wednesday,VIII,1,8,Friday,39,Monitory LCD
873,Radom,ul. Prusa,49,C620,IX,16,22,Tuesday,IX,20,0,Saturday,75,Monitory LCD
874,Gdynia,ul. Letnia,87,C360,V,6,15,Tuesday,V,10,13,Saturday,94,Monitory LCD
875,Kutno,al. Broniewskiego,729,C516,I,19,23,Saturday,I,20,15,Sunday,16,Monitory LCD
876,Konin,pl. Spokojna,78,C360,II,8,2,Friday,II,11,1,Monday,71,Monitory LCD
877,Szczecin,pl. Agrestowa,371,C516,I,13,5,Sunday,I,18,16,Friday,131,Monitory LCD
878,Police,pl. Sportowa,85,C620,VI,24,10,Tuesday,VI,27,18,Friday,80,Monitory LCD
879,Kutno,al. Norwida,52,C360,III,23,20,Sunday,III,24,17,Monday,21,Monitory LCD
880,Police,al. Wiazowa,96,C620,VI,16,12,Monday,VI,17,0,Tuesday,12,Monitory LCD
881,Szczecin,ul. Sosnowa,84,C360,III,31,19,Monday,IV,1,20,Tuesday,26,Monitory LCD
882,Radom,pl. Kasztanowa,82,C360,IX,26,14,Friday,IX,28,11,Sunday,45,Monitory LCD
883,Konin,ul. Mostowa,932,C620,III,13,0,Thursday,III,15,7,Saturday,55,Monitory LCD
884,Szczecin,al. Chabrowa,65,C516,VIII,25,13,Monday,VIII,26,11,Tuesday,22,Monitory LCD
885,Kutno,al. Tulipanowa,23,C360,III,28,15,Friday,IV,1,12,Tuesday,93,Monitory LCD
886,Radom,ul. Kolejowa,56,C516,IX,7,21,Sunday,IX,9,22,Tuesday,48,Monitory LCD
887,Police,ul. Powstancow,75,C516,I,14,10,Monday,I,17,4,Thursday,66,Monitory LCD
888,Warszawa,pl. Diamentowa,5,C516,VI,24,9,Tuesday,VI,26,21,Thursday,59,Monitory LCD
889,Radom,ul. Spoldzielcza,78,C360,V,29,4,Thursday,V,30,10,Friday,30,Monitory LCD
890,Police,ul. Pomorska,20,C516,II,23,1,Saturday,II,25,15,Monday,62,Monitory LCD
891,Konin,ul. Jabloniowa,21,C620,IV,30,4,Wednesday,V,2,22,Friday,66,Monitory LCD
892,Kutno,ul. Kazimierza Wielkiego,40,C620,X,5,9,Sunday,X,5,23,Sunday,14,Monitory LCD
893,Radom,al. Sosnowa,49,C620,II,19,12,Tuesday,II,21,19,Thursday,55,Monitory LCD
894,Radom,ul. Kosciuszki,21,C620,IV,25,19,Friday,IV,26,12,Saturday,17,Monitory LCD
895,Warszawa,al. Stawowa,962,C360,VII,6,17,Sunday,VII,7,7,Monday,14,Monitory LCD
896,Warszawa,ul. Boczna,78,C516,VI,12,6,Thursday,VI,15,7,Sunday,73,Monitory LCD
897,Radom,ul. Kosciuszki,21,C516,VI,3,11,Tuesday,VI,6,20,Friday,81,Monitory LCD
898,Radom,ul. Storczykowa,534,C360,VI,11,18,Wednesday,VI,11,20,Wednesday,2,Monitory LCD
899,Warszawa,pl. Spacerowa,1,C516,IV,6,23,Sunday,IV,8,23,Tuesday,49,Monitory LCD
900,Warszawa,al. Strazacka,25,C516,III,30,9,Sunday,IV,2,0,Wednesday,62,Monitory LCD
901,Radom,pl. Batalionow Chlopskich,61,C620,X,1,11,Wednesday,X,3,13,Friday,50,Monitory LCD
902,Szczecin,pl. Prusa,308,C620,VIII,23,23,Saturday,VIII,25,1,Monday,27,Monitory LCD
903,Police,pl. Sportowa,85,C516,VII,4,20,Friday,VII,7,21,Monday,73,Monitory LCD
904,Radom,ul. Torowa,70,C620,X,18,2,Saturday,X,19,7,Sunday,29,Monitory LCD
905,Szczecin,al. Cyprysowa,868,C360,V,10,9,Saturday,V,15,15,Thursday,126,Monitory LCD
906,Kutno,pl. Korczaka,49,C620,X,24,11,Friday,X,29,23,Wednesday,132,Monitory LCD
907,Gdynia,al. Wypoczynkowa,366,C516,X,26,5,Sunday,X,26,18,Sunday,13,Monitory LCD
908,Warszawa,ul. Reymonta,952,C360,V,21,18,Wednesday,V,23,23,Friday,53,Monitory LCD
909,Szczecin,ul. Wierzbowa,4,C516,IX,2,0,Tuesday,IX,3,0,Wednesday,24,Monitory LCD
910,Konin,pl. Boczna,7,C516,IV,19,4,Saturday,IV,20,5,Sunday,25,Monitory LCD
911,Gdynia,al. Torowa,43,C516,VI,12,1,Thursday,VI,14,0,Saturday,47,Monitory LCD
912,Mielec,pl. Zielona,434,C360,V,22,6,Thursday,V,23,23,Friday,41,Monitory LCD
913,Szczecin,ul. Wierzbowa,4,C516,II,17,22,Sunday,II,18,12,Monday,15,Monitory LCD
914,Radom,al. Poziomkowa,93,C620,VII,25,1,Friday,VII,27,10,Sunday,56,Monitory LCD
915,Police,ul. Wiejska,42,C516,V,11,4,Sunday,V,14,10,Wednesday,78,Monitory LCD
916,Konin,pl. Perlowa,95,C516,I,14,17,Monday,I,16,19,Wednesday,51,Monitory LCD
917,Konin,pl. Boczna,7,C620,I,2,0,Wednesday,I,5,2,Saturday,74,Monitory LCD
918,Konin,al. Kwiatowa,5,C516,I,19,8,Saturday,I,20,23,Sunday,40,Monitory LCD
919,Konin,ul. Perlowa,346,C516,V,25,4,Sunday,V,25,10,Sunday,7,Monitory LCD
920,Radom,al. Kosynierow,94,C516,IV,11,11,Friday,IV,12,7,Saturday,19,Monitory LCD
921,Kutno,pl. Plater,12,C620,VI,24,8,Tuesday,VI,25,19,Wednesday,35,Monitory LCD
922,Kutno,al. Broniewskiego,729,C360,VIII,30,1,Saturday,VIII,30,15,Saturday,14,Monitory LCD
923,Konin,pl. Boczna,7,C620,V,30,0,Friday,VI,4,12,Wednesday,132,Monitory LCD
924,Warszawa,pl. Sokola,33,C516,V,21,13,Wednesday,V,21,23,Wednesday,10,Monitory LCD
925,Konin,ul. Sienkiewicza,979,C620,IX,11,2,Thursday,IX,15,5,Monday,99,Monitory LCD
926,Police,pl. Sportowa,85,C360,I,1,19,Tuesday,I,2,4,Wednesday,9,Monitory LCD
927,Szczecin,pl. Agrestowa,371,C516,IX,9,1,Tuesday,IX,10,9,Wednesday,32,Monitory LCD
928,Warszawa,al. Baltycka,54,C620,VIII,26,2,Tuesday,VIII,26,19,Tuesday,17,Monitory LCD
929,Warszawa,pl. Zakole,779,C360,VIII,11,2,Monday,VIII,13,2,Wednesday,48,Monitory LCD
930,Gdynia,al. Wypoczynkowa,366,C620,X,21,6,Tuesday,X,23,0,Thursday,42,Monitory LCD
931,Mielec,pl. Mila,341,C620,II,28,14,Thursday,II,29,12,Friday,23,Monitory LCD
932,Radom,al. Kosynierow,94,C516,VIII,29,16,Friday,VIII,31,4,Sunday,36,Monitory LCD
933,Szczecin,ul. Wierzbowa,4,C620,VIII,3,0,Sunday,VIII,8,4,Friday,123,Monitory LCD
934,Radom,pl. Klasztorna,43,C516,III,9,4,Sunday,III,12,16,Wednesday,83,Monitory LCD
935,Konin,al. lakowa,581,C360,VII,31,21,Thursday,VIII,3,1,Sunday,51,Monitory LCD
936,Konin,al. Lazurowa,274,C360,VIII,29,0,Friday,VIII,29,3,Friday,3,Monitory LCD
937,Police,pl. Jezynowa,578,C620,II,14,8,Thursday,II,16,10,Saturday,50,Monitory LCD
938,Konin,pl. Boczna,7,C516,III,17,13,Monday,III,20,16,Thursday,76,Monitory LCD
939,Konin,pl. Rumiankowa,1,C620,VII,24,13,Thursday,VII,29,16,Tuesday,122,Monitory LCD
940,Mielec,ul. Pomorska,12,C516,IV,11,17,Friday,IV,13,7,Sunday,39,Monitory LCD
941,Warszawa,al. Rzeczna,403,C620,I,10,19,Thursday,I,13,8,Sunday,60,Monitory LCD
942,Gdynia,al. Torowa,43,C620,IX,19,14,Friday,IX,20,22,Saturday,32,Monitory LCD
943,Szczecin,al. Witosa,53,C360,X,25,6,Saturday,X,27,19,Monday,62,Monitory LCD
944,Warszawa,pl. Sokola,33,C516,VI,27,20,Friday,VI,29,6,Sunday,33,Monitory LCD
945,Mielec,pl. Cisowa,939,C620,X,16,13,Thursday,X,18,11,Saturday,46,Monitory LCD
946,Police,pl. Sportowa,85,C516,IV,3,5,Thursday,IV,4,7,Friday,26,Monitory LCD
947,Police,pl. Sportowa,85,C516,VIII,25,19,Monday,VIII,30,7,Saturday,107,Monitory LCD
948,Konin,pl. Lelewela,78,C516,II,18,6,Monday,II,18,18,Monday,12,Monitory LCD
949,Police,pl. Sportowa,85,C360,III,25,12,Tuesday,III,30,11,Sunday,118,Monitory LCD
950,Konin,al. Kwiatowa,5,C360,VIII,15,16,Friday,VIII,18,7,Monday,62,Monitory LCD
951,Radom,ul. Orzeszkowej,96,C516,VII,13,1,Sunday,VII,16,22,Wednesday,93,Monitory LCD
952,Gdynia,pl. Opolska,89,C620,VII,28,3,Monday,VII,28,12,Monday,9,Monitory LCD
953,Szczecin,ul. Wierzbowa,4,C360,X,13,0,Monday,X,16,19,Thursday,92,Monitory LCD
954,Gdynia,al. Wypoczynkowa,366,C620,IV,12,10,Saturday,IV,12,23,Saturday,13,Monitory LCD
955,Kutno,al. Fredry,92,C620,X,5,4,Sunday,X,9,0,Thursday,91,Monitory LCD
956,Kutno,pl. Korczaka,49,C516,V,23,21,Friday,V,26,4,Monday,55,Monitory LCD
957,Police,pl. Lotnicza,86,C516,I,3,9,Thursday,I,4,13,Friday,28,Monitory LCD
958,Konin,al. Drzymaly,90,C620,I,20,1,Sunday,I,21,23,Monday,46,Monitory LCD
959,Konin,al. Kwiatowa,5,C360,IX,7,10,Sunday,IX,7,20,Sunday,10,Monitory LCD
960,Kutno,al. Willowa,14,C620,VIII,28,23,Thursday,IX,2,10,Tuesday,107,Monitory LCD
961,Mielec,pl. Traugutta,98,C360,X,6,13,Monday,X,8,17,Wednesday,52,Monitory LCD
962,Szczecin,al. Lelewela,27,C516,VII,8,22,Tuesday,VII,9,9,Wednesday,11,Monitory LCD
963,Szczecin,pl. Powstancow slaskich,67,C360,VIII,10,4,Sunday,VIII,13,22,Wednesday,89,Monitory LCD
964,Szczecin,al. Zamkowa,88,C516,VII,8,5,Tuesday,VII,9,23,Wednesday,42,Monitory LCD
965,Konin,pl. Rumiankowa,1,C516,III,10,23,Monday,III,12,8,Wednesday,33,Telefony komorkowe
966,Konin,pl. Boczna,7,C360,IX,20,3,Saturday,IX,23,2,Tuesday,70,Telefony komorkowe
967,Konin,ul. Mostowa,932,C620,VIII,19,7,Tuesday,VIII,22,1,Friday,66,Telefony komorkowe
968,Kutno,al. Torowa,74,C360,III,27,5,Thursday,III,27,6,Thursday,1,Telefony komorkowe
969,Konin,pl. Glowackiego,32,C620,VI,20,11,Friday,VI,24,13,Tuesday,99,Telefony komorkowe
970,Szczecin,pl. Glowackiego,9,C516,I,27,2,Sunday,I,28,12,Monday,35,Telefony komorkowe
971,Warszawa,pl. Gajowa,90,C516,II,24,18,Sunday,II,27,6,Wednesday,59,Telefony komorkowe
972,Gdynia,ul. Letnia,87,C620,VI,7,17,Saturday,VI,8,7,Sunday,13,Telefony komorkowe
973,Mielec,al. Kasztanowa,10,C360,III,26,21,Wednesday,III,29,3,Saturday,54,Telefony komorkowe
974,Konin,pl. Jagiellonska,1,C620,VIII,29,15,Friday,VIII,31,16,Sunday,50,Telefony komorkowe
975,Gdynia,ul. Okrzei,90,C360,X,27,1,Monday,X,27,23,Monday,22,Telefony komorkowe
976,Konin,pl. Jagiellonska,1,C360,X,12,0,Sunday,X,12,4,Sunday,4,Telefony komorkowe
977,Kutno,ul. Sikorskiego,57,C516,V,22,8,Thursday,V,27,10,Tuesday,122,Telefony komorkowe
978,Gdynia,pl. Pilsudskiego,65,C360,I,24,10,Thursday,I,25,9,Friday,23,Telefony komorkowe
979,Szczecin,pl. Krakowska,597,C360,I,4,2,Friday,I,5,9,Saturday,32,Telefony komorkowe
980,Szczecin,pl. Agrestowa,371,C360,I,17,5,Thursday,I,18,7,Friday,26,Telefony komorkowe
981,Mielec,ul. Szymanowskiego,39,C360,VII,8,17,Tuesday,VII,9,1,Wednesday,8,Telefony komorkowe
982,Mielec,ul. Handlowa,396,C620,VI,15,19,Sunday,VI,17,8,Tuesday,37,Telefony komorkowe
983,Radom,pl. Batalionow Chlopskich,61,C516,X,9,12,Thursday,X,14,0,Tuesday,108,Telefony komorkowe
984,Kutno,pl. Plater,12,C516,VII,15,15,Tuesday,VII,16,15,Wednesday,23,Telefony komorkowe
985,Warszawa,ul. Nadbrzezna,43,C516,VII,28,16,Monday,VII,31,5,Thursday,60,Telefony komorkowe
986,Kutno,al. Grzybowa,76,C360,III,26,18,Wednesday,III,26,19,Wednesday,1,Telefony komorkowe
987,Kutno,pl. Korczaka,49,C360,I,1,13,Tuesday,I,1,18,Tuesday,5,Telefony komorkowe
988,Police,ul. Pomorska,20,C360,IX,19,3,Friday,IX,22,3,Monday,72,Telefony komorkowe
989,Konin,al. Drzymaly,90,C360,II,10,10,Sunday,II,13,17,Wednesday,79,Telefony komorkowe
990,Konin,pl. Rumiankowa,1,C360,VIII,16,17,Saturday,VIII,18,20,Monday,51,Telefony komorkowe
991,Warszawa,al. Stawowa,962,C516,V,25,11,Sunday,V,27,16,Tuesday,53,Telefony komorkowe
992,Police,ul. Sosnowa,967,C360,V,27,9,Tuesday,V,29,14,Thursday,52,Telefony komorkowe
993,Szczecin,pl. Robotnicza,526,C620,VII,31,5,Thursday,VII,31,19,Thursday,14,Telefony komorkowe
994,Police,al. Sikorskiego,22,C620,I,18,14,Friday,I,22,8,Tuesday,90,Telefony komorkowe
995,Szczecin,pl. Agrestowa,371,C516,VI,22,1,Sunday,VI,24,14,Tuesday,60,Telefony komorkowe
996,Mielec,ul. Borowkowa,65,C620,II,14,9,Thursday,II,14,13,Thursday,4,Telefony komorkowe
997,Gdynia,al. Jabloniowa,676,C620,IX,10,21,Wednesday,IX,13,21,Saturday,73,Telefony komorkowe
998,Warszawa,al. Rzeczna,403,C516,III,14,13,Friday,III,18,19,Tuesday,101,Telefony komorkowe
999,Kutno,al. Fredry,92,C516,V,12,1,Monday,V,13,19,Tuesday,41,Telefony komorkowe
1000,Konin,al. Kwiatowa,5,C516,VIII,20,11,Wednesday,VIII,23,13,Saturday,74,Telefony komorkowe
1001,Radom,pl. Chabrowa,25,C516,IX,21,13,Sunday,IX,23,14,Tuesday,49,Telefony komorkowe
1002,Radom,pl. Makowa,60,C360,VII,8,3,Tuesday,VII,8,10,Tuesday,8,Telefony komorkowe
1003,Police,al. Wiazowa,96,C516,V,18,12,Sunday,V,20,4,Tuesday,40,Telefony komorkowe
1004,Radom,ul. Storczykowa,534,C516,X,19,13,Sunday,X,22,6,Wednesday,65,Telefony komorkowe
1005,Warszawa,al. Strazacka,25,C620,II,14,5,Thursday,II,15,6,Friday,25,Telefony komorkowe
1006,Mielec,al. Rubinowa,51,C620,II,1,13,Friday,II,3,2,Sunday,37,Telefony komorkowe
1007,Szczecin,al. Okrzei,77,C516,IV,9,21,Wednesday,IV,12,8,Saturday,59,Telefony komorkowe
1008,Mielec,pl. Lipowa,55,C620,VI,9,7,Monday,VI,11,13,Wednesday,54,Telefony komorkowe
1009,Szczecin,pl. Agrestowa,371,C620,X,15,10,Wednesday,X,17,18,Friday,57,Telefony komorkowe
1010,Warszawa,al. Strazacka,25,C360,V,18,14,Sunday,V,23,15,Friday,121,Telefony komorkowe
1011,Konin,pl. Glowackiego,32,C620,VI,29,7,Sunday,VI,29,10,Sunday,3,Telefony komorkowe
1012,Warszawa,ul. Reymonta,952,C620,V,12,6,Monday,V,14,10,Wednesday,52,Telefony komorkowe
1013,Police,pl. Lotnicza,86,C620,IV,9,8,Wednesday,IV,11,4,Friday,44,Telefony komorkowe
1014,Gdynia,al. Torowa,43,C360,IV,15,22,Tuesday,IV,18,10,Friday,60,Telefony komorkowe
1015,Police,al. Wiazowa,96,C620,VI,5,11,Thursday,VI,9,23,Monday,108,Telefony komorkowe
1016,Radom,al. Sosnowa,732,C620,I,14,22,Monday,I,16,21,Wednesday,47,Telefony komorkowe
1017,Warszawa,pl. Gajowa,90,C620,VIII,19,11,Tuesday,VIII,20,23,Wednesday,35,Telefony komorkowe
1018,Mielec,al. Stroma,8,C620,III,20,5,Thursday,III,21,22,Friday,41,Telefony komorkowe
1019,Warszawa,pl. Truskawkowa,38,C620,IV,2,7,Wednesday,IV,4,3,Friday,44,Telefony komorkowe
1020,Mielec,al. Skrajna,17,C360,VIII,18,22,Monday,VIII,20,3,Wednesday,29,Telefony komorkowe
1021,Szczecin,ul. Jodlowa,75,C516,VII,25,2,Friday,VII,29,10,Tuesday,104,Telefony komorkowe
1022,Kutno,ul. Piekna,74,C620,IX,11,17,Thursday,IX,18,0,Thursday,151,Telefony komorkowe
1023,Konin,ul. Sienkiewicza,979,C620,IV,4,7,Friday,IV,6,23,Sunday,64,Telefony komorkowe
1024,Szczecin,ul. Jodlowa,75,C360,I,7,8,Monday,I,8,7,Tuesday,23,Telefony komorkowe
1025,Szczecin,ul. Wierzbowa,4,C516,VI,14,14,Saturday,VI,16,4,Monday,38,Telefony komorkowe
1026,Warszawa,pl. Truskawkowa,38,C516,IV,14,3,Monday,IV,14,22,Monday,19,Telefony komorkowe
1027,Police,al. Wodna,324,C360,IV,3,23,Thursday,IV,4,16,Friday,17,Telefony komorkowe
1028,Kutno,ul. Towarowa,13,C360,VII,10,16,Thursday,VII,14,3,Monday,83,Telefony komorkowe
1029,Szczecin,pl. Glowackiego,9,C516,I,9,18,Wednesday,I,9,22,Wednesday,4,Telefony komorkowe
1030,Warszawa,ul. Niecala,61,C620,I,8,16,Tuesday,I,12,13,Saturday,93,Telefony komorkowe
1031,Konin,pl. Rumiankowa,1,C360,X,8,13,Wednesday,X,8,21,Wednesday,9,Telefony komorkowe
1032,Gdynia,ul. Letnia,87,C620,VIII,29,21,Friday,VIII,30,1,Saturday,4,Telefony komorkowe
1033,Police,ul. Dworcowa,762,C360,III,11,1,Tuesday,III,13,0,Thursday,47,Telefony komorkowe
1034,Radom,ul. Willowa,58,C360,VII,4,0,Friday,VII,4,15,Friday,15,Telefony komorkowe
1035,Gdynia,pl. Opolska,89,C620,III,8,20,Saturday,III,10,0,Monday,27,Telefony komorkowe
1036,Mielec,al. Rubinowa,51,C620,VII,11,20,Friday,VII,14,6,Monday,58,Telefony komorkowe
1037,Konin,al. zytnia,11,C360,I,19,18,Saturday,I,22,4,Tuesday,58,Telefony komorkowe
1038,Kutno,al. Norwida,52,C360,V,7,1,Wednesday,V,8,22,Thursday,46,Telefony komorkowe
1039,Gdynia,ul. Kreta,86,C360,X,22,4,Wednesday,X,23,3,Thursday,23,Telefony komorkowe
1040,Radom,ul. Zaulek,60,C516,VI,17,9,Tuesday,VI,21,3,Saturday,90,Telefony komorkowe
1041,Konin,pl. Szeroka,11,C360,V,3,18,Saturday,V,4,15,Sunday,21,Telefony komorkowe
1042,Szczecin,al. Cyprysowa,868,C516,VI,15,15,Sunday,VI,17,2,Tuesday,34,Telefony komorkowe
1043,Kutno,al. Wiatraczna,574,C516,VIII,12,2,Tuesday,VIII,14,8,Thursday,54,Telefony komorkowe
1044,Kutno,pl. Wroclawska,571,C516,I,17,5,Thursday,I,17,14,Thursday,9,Telefony komorkowe
1045,Gdynia,al. Wypoczynkowa,366,C360,VII,2,2,Wednesday,VII,2,5,Wednesday,4,Telefony komorkowe
1046,Gdynia,ul. Letnia,87,C620,VII,11,20,Friday,VII,14,2,Monday,53,Telefony komorkowe
1047,Gdynia,ul. Letnia,87,C360,I,24,22,Thursday,I,29,10,Tuesday,108,Telefony komorkowe
1048,Mielec,al. Stroma,8,C620,VII,3,12,Thursday,VII,6,3,Sunday,63,Telefony komorkowe
1049,Police,pl. Jezynowa,578,C360,VIII,28,14,Thursday,VIII,29,12,Friday,22,Telefony komorkowe
1050,Szczecin,pl. Glowackiego,9,C360,I,19,2,Saturday,I,20,6,Sunday,28,Telefony komorkowe
1051,Warszawa,al. Baltycka,54,C360,VII,25,13,Friday,VII,26,16,Saturday,27,Telefony komorkowe
1052,Radom,ul. Willowa,58,C620,V,24,9,Saturday,V,25,6,Sunday,21,Telefony komorkowe
1053,Radom,ul. Kolejowa,56,C360,I,9,21,Wednesday,I,11,4,Friday,31,Telefony komorkowe
1054,Warszawa,al. Mokra,49,C620,VIII,13,19,Wednesday,VIII,14,5,Thursday,9,Telefony komorkowe
1055,Szczecin,al. Cyprysowa,868,C360,V,25,5,Sunday,V,27,15,Tuesday,58,Telefony komorkowe
1056,Mielec,al. Mostowa,25,C516,VI,28,23,Saturday,VI,29,6,Sunday,7,Telefony komorkowe
1057,Konin,pl. Glowna,248,C516,I,10,10,Thursday,I,10,20,Thursday,10,Telefony komorkowe
1058,Radom,pl. zwirowa,68,C620,IV,14,13,Monday,IV,19,4,Saturday,111,Telefony komorkowe
1059,Warszawa,ul. Konarskiego,65,C516,V,27,14,Tuesday,V,29,20,Thursday,54,Telefony komorkowe
1060,Police,pl. Dlugosza,70,C360,I,25,5,Friday,I,28,8,Monday,75,Telefony komorkowe
1061,Konin,al. Kwiatowa,5,C620,II,27,9,Wednesday,II,28,2,Thursday,17,Telefony komorkowe
1062,Konin,al. zytnia,11,C620,III,2,3,Sunday,III,2,22,Sunday,19,Telefony komorkowe
1063,Police,al. Wiazowa,96,C620,V,1,22,Thursday,V,3,4,Saturday,30,Telefony komorkowe
1064,Kutno,ul. Towarowa,13,C360,V,31,11,Saturday,V,31,16,Saturday,5,Telefony komorkowe
1065,Kutno,pl. Lubelska,95,C516,I,2,13,Wednesday,I,4,16,Friday,50,Telefony komorkowe
1066,Police,al. Sawickiej,72,C360,III,16,10,Sunday,III,17,14,Monday,28,Telefony komorkowe
1067,Konin,pl. Jagiellonska,1,C516,VI,12,3,Thursday,VI,14,5,Saturday,50,Telefony komorkowe
1068,Konin,pl. Boczna,7,C516,X,12,21,Sunday,X,14,16,Tuesday,43,Telefony komorkowe
1069,Mielec,pl. Mila,341,C620,IV,30,10,Wednesday,V,1,23,Thursday,38,Telefony komorkowe
1070,Szczecin,ul. Dzialkowa,7,C360,VII,9,6,Wednesday,VII,11,3,Friday,45,Telefony komorkowe
1071,Kutno,pl. Zlota,57,C620,VI,4,13,Wednesday,VI,5,10,Thursday,21,Telefony komorkowe
1072,Szczecin,pl. Robotnicza,526,C360,V,9,14,Friday,V,9,21,Friday,6,Telefony komorkowe
1073,Mielec,al. Kasztanowa,10,C620,IV,25,3,Friday,IV,30,15,Wednesday,132,Telefony komorkowe
1074,Kutno,al. zeromskiego,261,C360,V,14,9,Wednesday,V,15,21,Thursday,36,Telefony komorkowe
1075,Gdynia,al. Wilcza,461,C360,VIII,16,2,Saturday,VIII,16,9,Saturday,7,Telefony komorkowe
1076,Szczecin,al. Cyprysowa,868,C620,VI,15,4,Sunday,VI,17,20,Tuesday,64,Telefony komorkowe
1077,Warszawa,al. Reja,71,C360,II,13,12,Wednesday,II,17,1,Sunday,85,Telefony komorkowe
1078,Szczecin,ul. Sosnowa,84,C360,III,3,11,Monday,III,6,16,Thursday,78,Telefony komorkowe
1079,Radom,al. Sosnowa,49,C620,IV,14,12,Monday,IV,15,22,Tuesday,34,Telefony komorkowe
1080,Szczecin,ul. Sosnowa,84,C620,VII,1,14,Tuesday,VII,5,2,Saturday,83,Telefony komorkowe
1081,Police,ul. Pomorska,20,C620,V,3,13,Saturday,V,4,7,Sunday,19,Telefony komorkowe
1082,Szczecin,al. Zamkowa,88,C360,VIII,9,6,Saturday,VIII,15,8,Friday,146,Telefony komorkowe
1083,Radom,al. Poziomkowa,93,C360,I,13,9,Sunday,I,16,3,Wednesday,66,Telefony komorkowe
1084,Konin,pl. Czarnieckiego,841,C360,II,25,22,Monday,II,25,23,Monday,1,Telefony komorkowe
1085,Mielec,al. Wladyslawa lokietka,27,C620,V,19,1,Monday,V,22,20,Thursday,90,Telefony komorkowe
1086,Kutno,pl. Plater,12,C516,II,1,10,Friday,II,3,13,Sunday,52,Telefony komorkowe
1087,Radom,ul. Spoldzielcza,78,C620,VII,2,1,Wednesday,VII,2,16,Wednesday,15,Telefony komorkowe
1088,Konin,ul. Jabloniowa,21,C360,II,28,13,Thursday,III,3,14,Monday,96,Telefony komorkowe
1089,Szczecin,pl. Okrezna,933,C360,X,16,20,Thursday,X,20,18,Monday,94,Telefony komorkowe
1090,Radom,ul. Storczykowa,534,C516,IX,5,18,Friday,IX,5,22,Friday,4,Telefony komorkowe
1091,Szczecin,pl. Prusa,308,C620,VIII,22,2,Friday,VIII,22,13,Friday,10,Telefony komorkowe
1092,Konin,pl. Lelewela,78,C360,VII,25,13,Friday,VII,28,17,Monday,77,Telefony komorkowe
1093,Radom,ul. Spoldzielcza,78,C516,I,23,3,Wednesday,I,25,10,Friday,56,Telefony komorkowe
1094,Police,al. lanowa,48,C620,I,5,3,Saturday,I,7,17,Monday,62,Telefony komorkowe
1095,Radom,pl. Kasztanowa,82,C360,III,25,19,Tuesday,III,25,23,Tuesday,3,Telefony komorkowe
1096,Warszawa,pl. Gajowa,90,C360,VIII,25,9,Monday,VIII,26,9,Tuesday,24,Telefony komorkowe
1097,Szczecin,pl. Krakowska,597,C360,VII,18,20,Friday,VII,21,10,Monday,62,Telefony komorkowe
1098,Konin,pl. Glowackiego,32,C516,I,23,8,Wednesday,I,27,0,Sunday,88,Telefony komorkowe
1099,Konin,pl. Glowackiego,32,C620,X,22,6,Wednesday,X,25,12,Saturday,78,Telefony komorkowe
1100,Police,ul. Wiejska,42,C620,III,29,15,Saturday,III,30,21,Sunday,30,Telefony komorkowe
1101,Konin,pl. Boczna,7,C620,VIII,26,18,Tuesday,VIII,27,2,Wednesday,7,Telefony komorkowe
1102,Konin,ul. Orzechowa,54,C516,VIII,11,23,Monday,VIII,13,16,Wednesday,40,Monitory LCD
1103,Mielec,al. Kasztanowa,10,C360,VII,23,23,Wednesday,VII,24,20,Thursday,21,Monitory LCD
1104,Warszawa,al. Rzeczna,403,C516,VII,18,20,Friday,VII,20,2,Sunday,30,Monitory LCD
1105,Radom,ul. Kosciuszki,21,C360,II,27,3,Wednesday,II,29,18,Friday,63,Monitory LCD
1106,Gdynia,pl. Debowa,94,C516,VII,13,1,Sunday,VII,14,1,Monday,24,Monitory LCD
